Company,Category,Phone,Phone source,Email,Website,Address,City,Map,OSM
Cape Crossing Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=28.4072204,-80.7072541",https://www.openstreetmap.org/node/7029227637
Cape Marina,Marina / docks,,,,,"800 Scallop Drive, Cape Canaveral, FL 32920",Cape Canaveral,"https://www.google.com/maps/search/?api=1&query=28.4075422,-80.6274505",https://www.openstreetmap.org/node/6558595808
Capt. Anderson's Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.1484972,-85.7466799",https://www.openstreetmap.org/way/1273555726
Captiva Landing Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.5277351,-82.1896122",https://www.openstreetmap.org/way/1342265268
Carrabelle Marina,Marina / docks,,,,,"803 Avenue A North, Carrabelle, FL 32322",Carrabelle,"https://www.google.com/maps/search/?api=1&query=29.8526476,-84.6711681",https://www.openstreetmap.org/way/476149704
Cassen Park Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=29.285295,-81.054519",https://www.openstreetmap.org/node/4733394326
Castaways Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.9459544,-80.0811267",https://www.openstreetmap.org/node/5331963964
Central Marine Marina,Marina / docks,,,,,"200 Northwest Alice Street, Stuart, FL 34994",Stuart,"https://www.google.com/maps/search/?api=1&query=27.2159832,-80.255777",https://www.openstreetmap.org/node/4281025909
Coast Guard Basin,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.0893154,-80.1129775",https://www.openstreetmap.org/way/489495296
Coconut Point Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.3987146,-81.8421983",https://www.openstreetmap.org/node/1810734479
Conch House Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=29.893996,-81.2940702",https://www.openstreetmap.org/way/510306919
Contemporary Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=28.415277,-81.5730133",https://www.openstreetmap.org/way/344907369
Cudjoe Gardens Marina And Dive Center,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=24.6580266,-81.5056317",https://www.openstreetmap.org/node/5104474553
Day Break Marina,Marina / docks,,,,,"811 South R Street, Pensacola, FL 32502",Pensacola,"https://www.google.com/maps/search/?api=1&query=30.4024064,-87.2465878",https://www.openstreetmap.org/way/359402586
Doctors Lake Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.1451448,-81.7018541",https://www.openstreetmap.org/way/1183317736
Driftwood Marina & Storage,Marina / docks,,,,,"13900 Overseas Highway, Marathon, 33050",Marathon,"https://www.google.com/maps/search/?api=1&query=24.7343614,-81.0121951",https://www.openstreetmap.org/node/3060410068
Eau Gallie Yacht Basin,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=28.1258262,-80.6274617",https://www.openstreetmap.org/way/114585877
Emerald Coast Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.5209301,-86.4944494",https://www.openstreetmap.org/way/1140741045
English Landing Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=29.884814,-81.3236668",https://www.openstreetmap.org/way/665701060
Fernandina Harbor Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.6716385,-81.465865",https://www.openstreetmap.org/way/1031402764
Fins Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=27.8266735,-80.4726677",https://www.openstreetmap.org/node/4116434639
Fisherman's Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.3904017,-81.6424669",https://www.openstreetmap.org/relation/12160622
Fisherman's Village Yacht Basin,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.9293387,-82.0639131",https://www.openstreetmap.org/way/622927495
Flamingo Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=25.1435513,-80.922796",https://www.openstreetmap.org/way/1131832869
Florida Bay Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=25.1418941,-80.9227962",https://www.openstreetmap.org/way/1131832868
Florida Sea Base and Brinton Environmental Center,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=24.6619844,-81.4623467",https://www.openstreetmap.org/way/958732139
Foot Hole Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=29.7226815,-84.9817982",https://www.openstreetmap.org/way/332416418
Fort Wilderness Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=28.4131395,-81.5618635",https://www.openstreetmap.org/way/293250542
Galati Yacht basin,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=27.5266069,-82.721457",https://www.openstreetmap.org/relation/11488500
Grand Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=25.634023,-80.2921344",https://www.openstreetmap.org/way/970679198
Grassy Key Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=24.7684309,-80.9443875",https://www.openstreetmap.org/node/3060410048
Green Cove Springs Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=29.9839694,-81.6495503",https://www.openstreetmap.org/way/348821498
Gulfport Municipal Marina,Marina / docks,,,,,"Gulfport, FL 33711",Gulfport,"https://www.google.com/maps/search/?api=1&query=27.7400103,-82.6958172",https://www.openstreetmap.org/node/588188174
Halifax Harbor Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=29.2041299,-81.0125605",https://www.openstreetmap.org/node/6685567336
Harbor Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=27.9670792,-82.8047447",https://www.openstreetmap.org/way/1461782610
Harborage Marina,Marina / docks,,,,,"Saint Petersburg, FL 33712;33701",Saint Petersburg,"https://www.google.com/maps/search/?api=1&query=27.7598297,-82.6353792",https://www.openstreetmap.org/way/1463793070
Harbortown Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.3208842,-81.4408994",https://www.openstreetmap.org/way/453729755
Harbour Village Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=29.10175,-80.9470981",https://www.openstreetmap.org/way/488742478
Hernando Beach Marina,Marina / docks,,,,,"Shoal Line Blvd, FL 34607",,"https://www.google.com/maps/search/?api=1&query=28.4900884,-82.6507817",https://www.openstreetmap.org/way/1253508548
Hickory Boat House,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.3301552,-81.8307378",https://www.openstreetmap.org/node/14125290893
Hidden Harbor Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=29.8897956,-81.3223119",https://www.openstreetmap.org/way/665698428
Historic Saint Andrews Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.1683434,-85.703761",https://www.openstreetmap.org/way/612328573
Hollywood City Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.0146717,-80.1187227",https://www.openstreetmap.org/node/3292400817
Home Port Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=28.0596234,-82.7768397",https://www.openstreetmap.org/way/773868275
Hubbards Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=27.7846277,-82.7823164",https://www.openstreetmap.org/way/231594757
Hurricane Hole Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=24.5709967,-81.747301",https://www.openstreetmap.org/node/3060595253
Inlet Harbor Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=29.0916495,-80.9387579",https://www.openstreetmap.org/way/399299551
Inlet Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=29.9172409,-81.2990438",https://www.openstreetmap.org/way/351712854
Isles Yacht Club,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.9246379,-82.0723239",https://www.openstreetmap.org/node/1821778067
Jensen Beach Mooring Field,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=27.2515981,-80.2235522",https://www.openstreetmap.org/way/1124038297
Jim King Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.3952572,-81.4590616",https://www.openstreetmap.org/way/365349153
Lagoon Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=25.6376543,-80.288872",https://www.openstreetmap.org/way/970679229
Lagoon Pontoons,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.1471844,-85.7435176",https://www.openstreetmap.org/way/1273555727
Laishley Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.9394607,-82.0515501",https://www.openstreetmap.org/node/1666521165
Lake Fairview Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=28.595929,-81.414855",https://www.openstreetmap.org/way/933955759
Lakeshore Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=27.8545536,-81.4114386",https://www.openstreetmap.org/node/1704093768
Lighthouse Boatyard,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=29.0791517,-80.9272674",https://www.openstreetmap.org/way/399304728
Lighthouse Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.1475925,-85.7449493",https://www.openstreetmap.org/way/1273555725
Little Harbor Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=27.7252832,-82.4698544",https://www.openstreetmap.org/node/7157067330
Lost Key Marina & Yacht Club,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.3278597,-87.3564838",https://www.openstreetmap.org/way/1064810923
Mac's Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.3717096,-87.3186245",https://www.openstreetmap.org/way/1064549051
Madeira Beach Municipal Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=27.8039736,-82.7959026",https://www.openstreetmap.org/node/2346797222
Main Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=25.6353573,-80.2939343",https://www.openstreetmap.org/way/970679197
Manatee Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=27.1453802,-80.1959556",https://www.openstreetmap.org/node/1109301693
Marco Island Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=25.9609741,-81.712715",https://www.openstreetmap.org/way/494897410
Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=29.7640511,-85.4022291",https://www.openstreetmap.org/way/333319325
Marina @ Bayshore Gardens,Marina / docks,,,,,"6919 26th Street West, Bradenton, FL 34207",Bradenton,"https://www.google.com/maps/search/?api=1&query=27.4202866,-82.585908",https://www.openstreetmap.org/way/493012663
Marina del Palma,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=29.497423,-81.1500249",https://www.openstreetmap.org/way/1387648325
Marina Landing Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.1894552,-85.7526803",https://www.openstreetmap.org/way/300725390
Marina Palms Yacht Club & Residences,Marina / docks,,,,,"17201 Biscayne Boulevard, North Miami Beach, 33160",North Miami Beach,"https://www.google.com/maps/search/?api=1&query=25.9349878,-80.1503448",https://www.openstreetmap.org/way/290639907
Marineland Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=29.6691195,-81.2150376",https://www.openstreetmap.org/way/333629430
Marjorie Park Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=27.9307781,-82.4541047",https://www.openstreetmap.org/way/1463801814
Marker 1 Marina,Marina / docks,,,,,"Causeway Blvd, FL 34698",,"https://www.google.com/maps/search/?api=1&query=28.0503864,-82.7863152",https://www.openstreetmap.org/node/1948059616
Martin County Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=27.1832797,-80.2702823",https://www.openstreetmap.org/node/1109301700
Mexico Beach Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=29.9520181,-85.4240617",https://www.openstreetmap.org/way/633185229
Miami Outboard Club,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=25.7820804,-80.1724559",https://www.openstreetmap.org/way/117929440
Miami Yacht Club,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=25.7861028,-80.1732764",https://www.openstreetmap.org/way/117929441
Morningstar Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.3961599,-81.4289945",https://www.openstreetmap.org/way/351674308
Mullock Creek Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.4734951,-81.8513687",https://www.openstreetmap.org/node/1928488392
Murray Marine,Marina / docks,,,,,"5710 Overseas Highway, Key West, 33040",Key West,"https://www.google.com/maps/search/?api=1&query=24.5743233,-81.7355179",https://www.openstreetmap.org/node/3060595241
Naples Boat Club,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.1379145,-81.7910926",https://www.openstreetmap.org/way/1351010688
Naples City Dock,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.1322842,-81.7932941",https://www.openstreetmap.org/way/1341692593
Naples Sailing & Yacht Club,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.1379633,-81.7888299",https://www.openstreetmap.org/way/702316224
Naples Yacht Club,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.1304273,-81.7944015",https://www.openstreetmap.org/way/1341693160
Nature Coast Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=28.4907427,-82.6508412",https://www.openstreetmap.org/way/1253510074
Nav-A-Gator Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=27.0612458,-82.002513",https://www.openstreetmap.org/node/1666444764
New Smyrna Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=29.0321076,-80.9136961",https://www.openstreetmap.org/way/489168014
NSU Vessel Basin,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.0910176,-80.1118729",https://www.openstreetmap.org/way/489494924
Old Wooden Bridge Guest Cottages & Marina LLC,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=24.6971725,-81.3482461",https://www.openstreetmap.org/way/493483962
Olde Naples Seaport,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.1369364,-81.7908149",https://www.openstreetmap.org/way/1351010687
Outrigger Harbour,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=27.2226315,-80.2112934",https://www.openstreetmap.org/way/471844653
Palafox Pier,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.4040374,-87.2142425",https://www.openstreetmap.org/way/458181099
Palm Bay Club,Marina / docks,,,,,FL,,"https://www.google.com/maps/search/?api=1&query=25.8379117,-80.1799021",https://www.openstreetmap.org/node/367818647
Palm Coast Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=29.5768693,-81.19332",https://www.openstreetmap.org/way/1346449745
Palm Cove Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.2896929,-81.431434",https://www.openstreetmap.org/relation/6686716
Panama City Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.149806,-85.6646368",https://www.openstreetmap.org/node/1643364356
Paradise Marina,Marina / docks,,,,,"3900 Orange Grove Boulevard, Cape Coral, FL 33909",Cape Coral,"https://www.google.com/maps/search/?api=1&query=26.6284878,-81.9172576",https://www.openstreetmap.org/way/324084294
Park Shore Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.197937,-81.8123155",https://www.openstreetmap.org/node/7120744951
Pineland Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.6627372,-82.1535357",https://www.openstreetmap.org/way/180717971
Piper's Marine,Marina / docks,,,,,"Rocky Creek Dr, Tampa, FL 33615",Tampa,"https://www.google.com/maps/search/?api=1&query=27.996723,-82.5863879",https://www.openstreetmap.org/node/1834811276
Pointe Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=27.9393175,-82.4546185",https://www.openstreetmap.org/node/10670157340
Port of Miami Cruise Terminals,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=25.7777808,-80.1731625",https://www.openstreetmap.org/node/3058029130
Port Royale Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.2106316,-80.1003932",https://www.openstreetmap.org/node/8914015433
Regatta Pointe Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=27.5099673,-82.5756067",https://www.openstreetmap.org/way/495984054
River Forest Yachting Center,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=27.0939216,-80.2954514",https://www.openstreetmap.org/way/471607827
Riverhaven,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=28.7852478,-82.6209689",https://www.openstreetmap.org/way/149509334
Riverhaven Marina,Marina / docks,,,,,"S Riverview Cir, FL 34448",,"https://www.google.com/maps/search/?api=1&query=28.7851964,-82.6209702",https://www.openstreetmap.org/node/1884089288
Rivers Edge Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=29.8862339,-81.3218947",https://www.openstreetmap.org/way/665701056
Riverwatch Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=27.1746243,-80.2558228",https://www.openstreetmap.org/node/1109207169
Riviera Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.8886769,-82.05372",https://www.openstreetmap.org/way/628714067
Robbie's,Marina / docks,,,,,"77522 Overseas Highway, Islamorada, 33036",Islamorada,"https://www.google.com/maps/search/?api=1&query=24.8827405,-80.6907395",https://www.openstreetmap.org/node/3058878543
Safe Harbor North Palm Beach,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.8286031,-80.0589148",https://www.openstreetmap.org/node/8932662879
Safety Harbor Marina,Marina / docks,,,,,"Veterans Memorial Ln, Safety Harbor, FL 34695",Safety Harbor,"https://www.google.com/maps/search/?api=1&query=27.9892669,-82.6874995",https://www.openstreetmap.org/node/1768178168
Sailfish Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=27.1610757,-80.1961085",https://www.openstreetmap.org/node/1109301707
Saint Augustine Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=29.9162162,-81.2979499",https://www.openstreetmap.org/way/351712860
Saint Augustine Municipal Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=29.8919566,-81.3089973",https://www.openstreetmap.org/way/364777938
Saint Joe Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=29.8146899,-85.3103404",https://www.openstreetmap.org/node/2043063776
Saint Joe Marina Dry Storage,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=29.8142885,-85.3087046",https://www.openstreetmap.org/node/4063857198
San Sebastian Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=29.8884858,-81.3191755",https://www.openstreetmap.org/way/352857537
Santina Marina Plaza,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.4136773,-81.8992028",https://www.openstreetmap.org/way/613014422
Scouts BSA Florida Sea Base,Marina / docks,,,,,"73800 Overseas Highway, Islamorada, FL 33036",Islamorada,"https://www.google.com/maps/search/?api=1&query=24.8513324,-80.7377656",https://www.openstreetmap.org/node/3358983501
Sea Bird Marina,Marina / docks,,,,,"69501 Overseas Highway, Layton, 33001",Layton,"https://www.google.com/maps/search/?api=1&query=24.8378436,-80.7988319",https://www.openstreetmap.org/node/3058878550
Sea Love Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=29.0823409,-80.9351178",https://www.openstreetmap.org/way/399302391
Seafarers Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.3905634,-81.6416626",https://www.openstreetmap.org/relation/12160623
Sebastian Inlet Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=27.8698407,-80.4952005",https://www.openstreetmap.org/node/9361027070
Shell Island Fish Camp,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.1599836,-84.2165954",https://www.openstreetmap.org/way/661604022
Shell Point Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.5169042,-81.9991945",https://www.openstreetmap.org/way/177480246
SpaceX Barge Dock,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=28.4170103,-80.6239972",https://www.openstreetmap.org/node/4202762203
Spirit Snorkeling,Marina / docks,,,,,"1400 Overseas Highway, Marathon, 33050",Marathon,"https://www.google.com/maps/search/?api=1&query=24.7085536,-81.1103322",https://www.openstreetmap.org/node/3067857966
St Petersburg Sailing Center,Marina / docks,,,,,"250 2nd Avenue Southeast, St Petersburg, FL 33701",St Petersburg,"https://www.google.com/maps/search/?api=1&query=27.7694894,-82.631504",https://www.openstreetmap.org/way/1463793048
St Petersburg Yacht Club - Downtown Marina,Marina / docks,,,,,"50 Bay Shore Drive Northeast, Saint Petersburg, FL 33701",Saint Petersburg,"https://www.google.com/maps/search/?api=1&query=27.7715315,-82.631746",https://www.openstreetmap.org/way/1463793061
St. Petersburg Municipal Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=27.7717283,-82.6279038",https://www.openstreetmap.org/way/226879742
Starfish Snorkel,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=24.7085298,-81.1115461",https://www.openstreetmap.org/node/3060499557
Sterling Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=28.4918618,-82.6504993",https://www.openstreetmap.org/way/1253511889
Swamp House RV Park & Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.5463532,-87.1967963",https://www.openstreetmap.org/way/1157325034
Tarpon Point Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.5391764,-81.9998993",https://www.openstreetmap.org/node/7107428774
Tarpon Pointe Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=27.4974285,-82.556367",https://www.openstreetmap.org/way/895995819
Tarpon Springs City Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=28.1558516,-82.7579354",https://www.openstreetmap.org/node/13333909077
The Cove Yacht Basin,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.3132532,-80.0816647",https://www.openstreetmap.org/node/1081584839
The Florida Yacht Club,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.2518689,-81.6891138",https://www.openstreetmap.org/way/658966490
The Moorings,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.2864745,-81.426215",https://www.openstreetmap.org/way/436926340
Titusville Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=28.6200871,-80.8088078",https://www.openstreetmap.org/node/1668212384
Tween Waters Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.5104729,-82.1890847",https://www.openstreetmap.org/node/2144697314
Twin Dolphin Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=27.5000799,-82.573279",https://www.openstreetmap.org/way/496739743
Two Georges Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.4367219,-86.5842492",https://www.openstreetmap.org/way/688499554
Tyndall Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.0922957,-85.6474977",https://www.openstreetmap.org/way/613037909
USF Haney Landing Sailing Cener,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=27.7619064,-82.6348134",https://www.openstreetmap.org/way/1463793071
Venetian Cove Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=28.8046919,-81.8716146",https://www.openstreetmap.org/way/560378213
Vinoy Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=27.7771572,-82.6288077",https://www.openstreetmap.org/way/1463793063
Walt Disney World Watercraft Marina & Drydock,Marina / docks,,,,,"1280 Facilities Way, Bay Lake, FL 32836",Bay Lake,"https://www.google.com/maps/search/?api=1&query=28.424702,-81.5736382",https://www.openstreetmap.org/way/578705041
Waterfront,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=27.7133521,-82.68303",https://www.openstreetmap.org/way/473381996
Watson Island Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=25.7837217,-80.1723293",https://www.openstreetmap.org/node/4595645711
Watson Landings Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.155954,-85.6388907",https://www.openstreetmap.org/way/1136084259
Wekiva Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=28.7135391,-81.4443333",https://www.openstreetmap.org/node/1817980857
Wilderness Lodge Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=28.4093956,-81.5702804",https://www.openstreetmap.org/way/344805079
Yacht Harbor Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=29.5759948,-81.1885031",https://www.openstreetmap.org/way/1383214862
Yacht Harbour Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.5478091,-82.1967413",https://www.openstreetmap.org/way/1342263875
26 North Yachts,Other marine,(954) 372-7026,OpenStreetMap,,https://www.26northyachts.com/,"2525 Marina Bay Drive West, Fort Lauderdale, FL 33312",Fort Lauderdale,"https://www.google.com/maps/search/?api=1&query=26.0906831,-80.1709267",https://www.openstreetmap.org/node/2701261760
Adventure Marina Bait & Tackle,Other marine,(850) 598-5717,OpenStreetMap,amanda@adventuremarina.com,https://www.okaloosaislandtackleshop.com,"1201A Miracle Strip Parkway Southeast, Fort Walton Beach, FL 32548-6207",Fort Walton Beach,"https://www.google.com/maps/search/?api=1&query=30.3994974,-86.600049",https://www.openstreetmap.org/node/13852423409
Charter Boat Phoenix,Other marine,(850) 837-9734,OpenStreetMap,charterboatphoenix@gmail.com,https://www.charterboatphoenix.com/,"66 Harbor Boulevard, Destin, FL 32541",Destin,"https://www.google.com/maps/search/?api=1&query=30.3938368,-86.5115833",https://www.openstreetmap.org/node/13714584617
Gulf Coast Marine Supply Co,Other marine,,,,https://www.gulfcoastmarine.com/pensacola.htm,"7885 Pensacola Boulevard, Pensacola, FL 32534",Pensacola,"https://www.google.com/maps/search/?api=1&query=30.509231,-87.2703011",https://www.openstreetmap.org/node/10752136383
Hubbard's Marina,Other marine,(727) 393-1947,OpenStreetMap,,https://hubbardsmarina.com/,"170 Boardwalk Place East, Madeira Beach, FL 33708",Madeira Beach,"https://www.google.com/maps/search/?api=1&query=27.7846641,-82.7822517",https://www.openstreetmap.org/node/7029086365
Hurricane Boat Lifts,Other marine,(305) 517-6105,company website,,https://largomarinesupply.com/,88665 Overseas Highway,,"https://www.google.com/maps/search/?api=1&query=24.9763981,-80.5523669",https://www.openstreetmap.org/node/13050623224
Nautic Studios,Other marine,(321) 684-7460,OpenStreetMap,,https://www.nauticstudios.com,"2800 Aurora Road, Melbourne, FL 32935",Melbourne,"https://www.google.com/maps/search/?api=1&query=28.1362333,-80.6698946",https://www.openstreetmap.org/node/6550952726
Sea and Shore Boat Supplies,Other marine,(239) 542-2616,OpenStreetMap,,,,,"https://www.google.com/maps/search/?api=1&query=26.5614129,-81.9491061",https://www.openstreetmap.org/way/836226332
Southeastern RV & Boat Storage,Other marine,(904) 800-6643,OpenStreetMap,,https://www.southeasternrvandboatstorage.com/,"2540 Saint Johns Parkway, St. Johns, FL 32259",St. Johns,"https://www.google.com/maps/search/?api=1&query=30.0827007,-81.5330304",https://www.openstreetmap.org/way/408072636
